symbol,datestart,dateend,start,end,opening,closing,highest,lowest,volume,pvolume,svolume,nmatches,BBAND20UP,BBAND20DOWN,EMA20,EMA50,EMA100,MACD,MACDSIGNAL,MACDHISTOG,ROCP5,ROCP10,ROCP20,RSI6,RSI12,RSI24,SMA5,SMA10,SMA20,SMA50,SMA200,ASKS1P,ASKS1S,ASKS2P,ASKS2S,ASKS3P,ASKS3S,ASKS4P,ASKS4S,ASKS5P,ASKS5S,BIDS1P,BIDS1S,BIDS2P,BIDS2S,BIDS3P,BIDS3S,BIDS4P,BIDS4S,BIDS5P,BIDS5S
LTC-BTC,2019-07-20T23:45:16,2019-07-20T23:46:16,1563666316,1563666376,0.009361,0.009403,0.009403,0.009357,79.799255,35.443724,44.355531,40,0.009413024928114948,0.00933477507188505,0.009369284015948387,0.009380846965018822,0.009402974259354064,-4.312086751010261e-06,-5.558844498243864e-06,1.246757747233603e-06,0.5991227131700064,0.33077251387110307,0.08515167642362242,74.39139889413964,64.63641400830002,56.71604523014316,0.00936199999999999,0.009359199999999993,0.0093739,0.009371200000000005,0.00943963,0.009392,0.094511,0.009402,27.324302,0.009403,0.758931,0.009404,1.409443,0.009407,2.396421,0.009386,0.21151,0.009384,2.989979,0.009377,24.023,0.009374,0.021302,0.009372,3.0296
LTC-BTC,2019-07-20T23:46:16,2019-07-20T23:47:16,1563666376,1563666436,0.009403,0.009363,0.009387,0.009363,32.513212,6.121764,26.391448,15,0.009410447608050833,0.009334152391949168,0.009368685538239017,0.009380147084037692,0.009402182689861904,-4.296034968679849e-06,-5.306282592331061e-06,1.0102476236512122e-06,0.05343022013250477,0.07481829841812807,-0.3830194701563951,48.440353855235365,47.63517328849609,46.18546433007764,0.009365199999999988,0.009358299999999991,0.0093723,0.009371160000000005,0.00943926,0.009379,24.023,0.009383,0.021345,0.009384,0.758931,0.009385,3.959999,0.009387,11.736055,0.009355,0.124337,0.009354,1.071632,0.009353,1.069168,0.009349,26.640573,0.009348,2.031
LTC-BTC,2019-07-20T23:47:16,2019-07-20T23:48:16,1563666436,1563666496,0.009363,0.009356,0.009356,0.009354,88.4963,41.02517,47.47113,36,0.009406855721624837,0.009333444278375165,0.009367477391740063,0.009379200139565627,0.009401268181151766,-4.7929056808879156e-06,-5.203607210042432e-06,4.107015291545167e-07,0.1605823787602975,0.04277159965783288,-0.4469035965098997,45.133958047994305,45.35756165859513,44.67088373804194,0.009364799999999989,0.009358299999999991,0.00937015,0.009370900000000005,0.009438875,0.009379,3.1134,0.009383,8.551256,0.009384,28.004343,0.009386,0.758931,0.009389,3.412663,0.009364,1.35302,0.009356,5.901344,0.009355,25.09194,0.009354,0.247594,0.009353,2.399872
LTC-BTC,2019-07-20T23:48:16,2019-07-20T23:49:16,1563666496,1563666556,0.009356,0.009356,0.009364,0.009356,140.747215,60.772425,79.97479,43,0.0094029009684227,0.009333199031577302,0.009366384306812438,0.009378290330170897,0.009400371781524999,-5.127571843661569e-06,-5.18840013676626e-06,6.08282931046911e-08,-0.05341309689135559,0.04277159965783288,-0.404513519267616,45.133958047994305,45.35756165859513,44.67088373804194,0.009367799999999987,0.009358699999999992,0.009368050000000001,0.009370660000000005,0.009438475,0.009367,4.855594,0.009368,24.023,0.00937,0.021376,0.009371,3.959999,0.009372,5.597757,0.009354,0.247594,0.009349,0.017573,0.009348,0.1,0.009342,3.301376,0.009341,0.046118
LTC-BTC,2019-07-20T23:49:16,2019-07-20T23:50:16,1563666556,1563666616,0.009356,0.009346,0.009346,0.009343,202.654438,83.878623,118.775815,48,0.00939962219451257,0.009331677805487429,0.009364442944258873,0.009377024042713216,0.00939929511258391,-6.129061608300609e-06,-5.37653243107313e-06,-7.525291772274794e-07,-0.606189513984896,-0.04278074866310728,-0.4261666311527818,39.576800960733486,41.94768258878216,42.50281266280664,0.009364799999999987,0.00935809999999999,0.00936565,0.009370220000000005,0.009438035000000001,0.009351,2.9205,0.009352,3.081597,0.009356,24.023,0.009359,4.855594,0.00936,3.816632,0.009341,0.046118,0.00934,0.053295,0.009339,0.002525,0.009338,0.120676,0.009337,7.744047
LTC-BTC,2019-07-20T23:50:16,2019-07-20T23:51:16,1563666616,1563666676,0.009346,0.009333,0.00934,0.009333,114.390236,13.348992,101.041244,44,0.00939844573317058,0.00932755426682942,0.00936144837813898,0.009375297609665639,0.009397982338077298,-7.880894767395633e-06,-5.87740489833763e-06,-2.0034898690580022e-06,-0.3204101249599542,-0.1497806782925016,-0.5752636625119871,33.19988824401,37.9062779677108,39.87737170794635,0.009350799999999987,0.00935639999999999,0.009363,0.009369260000000004,0.009437530000000001,0.009343,0.35756,0.009351,7.460808,0.009352,0.021417,0.009353,24.023,0.009354,0.758931,0.009333,2.621508,0.009331,0.030626,0.009325,23.18898,0.009324,26.644417,0.009323,0.001494
LTC-BTC,2019-07-20T23:51:16,2019-07-20T23:52:16,1563666676,1563666736,0.009333,0.009338,0.009338,0.009327,177.870026,56.951364,120.918662,44,0.009395794715916008,0.009325305284083993,0.009359215199268602,0.009373834958306203,0.00939679456900646,-8.764742458793745e-06,-6.454872410428853e-06,-2.309870048364892e-06,-0.19238991021803034,-0.2137208805300191,-0.5325948018747304,37.823723917774096,40.31883113923799,41.33181664143727,0.009345799999999987,0.009355499999999992,0.00936055,0.009368500000000004,0.00943705,0.009343,0.353285,0.009346,0.021429,0.009348,24.023,0.009352,2.4108,0.009354,2.6,0.009326,2.7461,0.009323,2.601494,0.009322,15.327687,0.009321,24.023,0.009319,23.011665
LTC-BTC,2019-07-20T23:52:16,2019-07-20T23:53:16,1563666736,1563666796,0.009338,0.009343,0.009343,0.00933,145.466041,54.818028,90.648013,33,0.009391957688571855,0.009324642311428145,0.009357670894576354,0.00937262574425498,0.009395729330016232,-8.958472217482014e-06,-6.955592371839486e-06,-2.0028798456425274e-06,-0.13894826849079867,0.021410983834710046,-0.4475226425146366,42.59217712623095,42.745590434867125,42.77631986562291,0.009343199999999987,0.00935399999999999,0.0093583,0.009367940000000003,0.009436595000000002,0.009343,0.310503,0.00935,2.952562,0.009353,0.021413,0.009356,3.28,0.009358,4.855594,0.009336,1.071115,0.009334,2.6,0.009332,27.084153,0.009327,1.931,0.009326,0.758931
LTC-BTC,2019-07-20T23:53:16,2019-07-20T23:54:16,1563666796,1563666856,0.009343,0.009337,0.009339,0.009337,113.182542,59.03834,54.144202,32,0.009388426297053307,0.009323373702946693,0.009355702237950035,0.00937122865624498,0.009394566372986206,-9.486796419103799e-06,-7.4618331812923495e-06,-2.0249632378114496e-06,-0.09629788144661167,-0.2563828650785142,-0.40533333333333166,38.356223906088005,40.585225347424725,41.49694832231546,0.009339399999999987,0.009353599999999991,0.0093559,0.009367100000000003,0.009436105000000002,0.009343,0.289113,0.00935,0.021421,0.009351,2.952562,0.009355,2.410026,0.009357,4.855594,0.009333,2.7461,0.009332,27.084804,0.009329,17.775133,0.009326,8.577712,0.009324,0.758931
LTC-BTC,2019-07-20T23:54:16,2019-07-20T23:55:16,1563666856,1563666916,0.009337,0.009326,0.009333,0.009326,68.23684,28.250782,39.986058,23,0.009387210776057432,0.00931968922394257,0.009352873453383365,0.009369454983451061,0.009393208623026084,-1.0670106874288016e-05,-8.103487919891483e-06,-2.5666189543965326e-06,-0.07500267866709591,-0.8188875890673263,-0.5650922273163552,31.47052557168068,36.85946549321652,39.25115126756627,0.009335399999999987,0.009350099999999991,0.009353450000000001,0.009366260000000003,0.009435535000000002,0.009326,9.816951,0.009336,1.231712,0.009338,0.021449,0.009344,24.023,0.009347,0.758931,0.009323,0.001494,0.009322,0.001234,0.009318,2.876379,0.009316,2.6,0.009315,30.661664
LTC-BTC,2019-07-20T23:55:16,2019-07-20T23:56:16,1563666916,1563666976,0.009326,0.009333,0.009333,0.009323,148.779827,59.154415,89.625412,48,0.009383886982145581,0.00931841301785442,0.00935098074353733,0.009368025376256903,0.009392016373065172,-1.0917200742319513e-05,-8.666230484377089e-06,-2.2509702579424242e-06,-0.05354465624332331,-0.3204101249599542,-0.4161331626120448,39.7324678438718,40.642304383525165,41.35855512636911,0.009335399999999987,0.009343099999999991,0.00935115,0.009365860000000002,0.009434995000000002,0.009331,0.122547,0.009335,3.2647,0.009355,2.62141,0.009356,10.770123,0.009357,0.758931,0.009328,26.623,0.009327,0.02141,0.009325,0.021413,0.009322,8.583303,0.009321,1.662851
LTC-BTC,2019-07-20T23:56:16,2019-07-20T23:57:16,1563666976,1563667036,0.009333,0.009338,0.009338,0.009323,148.537263,45.869882,102.667381,39,0.00938119570837137,0.009317704291628634,0.009349744482248061,0.009366847910521336,0.009390946741915367,-1.0587519861233324e-05,-9.050488359748336e-06,-1.5370315014849879e-06,-0.053516001284381845,-0.19238991021803034,-0.19238991021803034,45.377065527063934,43.28977696917495,42.836585142997194,0.009335399999999987,0.009340599999999992,0.009349450000000002,0.009365620000000002,0.009434465000000001,0.00934,3.271093,0.009342,3.28,0.009351,8.359947,0.009352,26.623,0.009353,2.408994,0.009338,1.055241,0.009326,14.003551,0.009325,2.621413,0.009324,21.005326,0.009323,24.023
LTC-BTC,2019-07-20T23:57:16,2019-07-20T23:58:16,1563667036,1563667096,0.009338,0.009343,0.009343,0.009338,85.722682,9.630836,76.091846,23,0.009380514980687368,0.009317085019312634,0.009349102150605389,0.009365912698344029,0.009389997301481398,-9.809706978775382e-06,-9.202332083553747e-06,-6.07374895221635e-07,0.06426046910143297,-0.13894826849079867,-0.09623609923009617,50.89591391464113,45.92108083214802,44.301477365705956,0.009335399999999985,0.009339299999999991,0.0093488,0.009365480000000002,0.009433975000000002,0.009348,3.28,0.009352,3.271093,0.009353,10.968442,0.009354,24.781931,0.009356,4.855594,0.009338,1.055241,0.009333,2.747071,0.009328,1.093446,0.009327,2.6,0.009325,11.344848
LTC-BTC,2019-07-20T23:58:16,2019-07-20T23:59:16,1563667096,1563667156,0.009343,0.009342,0.009342,0.009341,183.220205,50.466488,132.753717,47,0.009380112576129576,0.009316487423870425,0.009348425755309638,0.009364974945467792,0.009389046859867904,-9.168289968542603e-06,-9.195523660551519e-06,2.7233692008915192e-08,0.17156337122024867,-0.042799058420720425,-0.10692899914456365,49.690982679291714,45.4608604422957,44.06580826201865,0.009336399999999986,0.009337899999999993,0.0093483,0.009365300000000002,0.009433480000000001,0.009347,8.851646,0.009353,2.6,0.009354,8.372513,0.009355,24.023,0.009357,3.959999,0.009338,1.055241,0.009331,14.270391,0.009329,2.772358,0.009326,24.023,0.009324,11.180466
LTC-BTC,2019-07-20T23:59:16,2019-07-21T00:00:16,1563667156,1563667216,0.009342,0.009333,0.009333,0.009331,116.298466,34.097017,82.201449,33,0.009379792410514634,0.009314907589485368,0.00934695663575634,0.009363721026037683,0.009387937021058638,-9.279222054901434e-06,-9.212263339421501e-06,-6.69587154799329e-08,0,0,-0.18181818181819664,39.5728488894432,41.388343755815384,41.969090778327384,0.009337799999999986,0.009336599999999992,0.00934735,0.009364940000000002,0.009432900000000001,0.009343,2.215852,0.009346,24.023,0.009347,2.621426,0.00935,8.370407,0.009351,6.370283,0.009324,3.17572,0.009323,16.556542,0.009322,0.001234,0.009321,20.686264,0.00932,3.67296
LTC-BTC,2019-07-21T00:00:16,2019-07-21T00:01:16,1563667216,1563667276,0.009333,0.009327,0.009327,0.009321,232.192496,58.041097,174.151399,61,0.009379795237757756,0.009312604762242249,0.009345056003779547,0.009362280985800912,0.00938673034737431,-9.739021016521784e-06,-9.31761487484156e-06,-4.214061416802251e-07,-0.11779824373528155,-0.11779824373528155,-0.21397239756070596,34.02954199340246,38.85677747147083,40.6244154167768,0.009336599999999987,0.009335999999999994,0.009346200000000002,0.009364540000000001,0.009432285000000002,0.009334,3.28,0.009339,5.588341,0.00934,26.260294,0.009342,2.6,0.009346,3.959999,0.009321,2.877649,0.009319,1.66347,0.009314,2.168374,0.009313,8.590121,0.009312,22.653416
LTC-BTC,2019-07-21T00:01:16,2019-07-21T00:02:16,1563667276,1563667336,0.009327,0.00933,0.00933,0.009326,213.535369,108.302669,105.2327,51,0.00937967360703656,0.009311026392963445,0.009343622098657686,0.009361015064789112,0.009385606974158977,-9.748960134411608e-06,-9.40388392675557e-06,-3.450762076560381e-07,-0.13914160333940764,-0.13914160333940764,-0.29920923274204153,39.14428944453519,40.83085900132401,41.60063921414418,0.009334999999999986,0.009335199999999993,0.009345350000000002,0.009364180000000001,0.009431690000000003,0.009338,2.215852,0.009339,3.278485,0.009342,8.410557,0.009343,24.023,0.009344,2.411317,0.009319,4.845189,0.009318,1.07319,0.009317,24.023,0.009315,8.588281,0.009314,0.780371
LTC-BTC,2019-07-21T00:02:16,2019-07-21T00:03:16,1563667336,1563667396,0.00933,0.00933,0.00933,0.009326,56.661884,28.329346,28.332538,19,0.009378379493170828,0.009309520506829176,0.009342324755928381,0.009359798787738557,0.009384505845957809,-9.645647931795856e-06,-9.452236727763628e-06,-1.9341120403222802e-07,-0.12845215157353734,-0.07497054728499584,-0.11776041109089597,39.14428944453519,40.83085900132401,41.600639214144174,0.009332399999999985,0.009333899999999994,0.009343950000000002,0.009363600000000001,0.009431150000000003,0.009334,2.6,0.009336,3.981451,0.00934,0.021442,0.009343,24.023,0.009346,0.758931,0.009312,24.023,0.009309,0.758931,0.009308,1.430895,0.009305,0.006482,0.009304,2.416035
LTC-BTC,2019-07-21T00:03:16,2019-07-21T00:04:16,1563667396,1563667456,0.00933,0.009322,0.009322,0.0093,123.916037,47.138263,76.777774,38,0.009378726740685376,0.009307273259314628,0.009340389064887582,0.009358316482337046,0.009383268106433891,-1.0092960047336508e-05,-9.580381391678205e-06,-5.125786556583031e-07,-0.11786135219113746,-0.042890842805048214,-0.416622155752581,30.16392802290349,37.036070967173615,39.70513934035563,0.009328399999999983,0.009332399999999994,0.009343000000000002,0.00936284,0.009430545000000002,0.009324,3.28,0.009327,3.28,0.009329,26.623,0.009336,3.981456,0.009338,14.629826,0.009318,0.758931,0.00931,0.010112,0.009308,0.021457,0.009304,1.833736,0.009302,1.931
LTC-BTC,2019-07-21T00:04:16,2019-07-21T00:05:16,1563667456,1563667516,0.009322,0.009311,0.009316,0.009311,151.343507,51.280128,100.063379,41,0.009377801474501688,0.009303198525498315,0.00933759010632686,0.009356460934010102,0.009381837054821339,-1.1205891647289232e-05,-9.90548344280041e-06,-1.300408204488821e-06,-0.1715449769486479,-0.23572270438229348,-0.978411145379135,21.88110204121979,32.50463764644199,37.26870789546927,0.009323999999999983,0.009330899999999993,0.009340500000000002,0.009361700000000002,0.009429885000000002,0.009322,3.28,0.009323,2.6,0.009325,24.023,0.009326,10.404035,0.009327,0.780403,0.009302,0.021472,0.009299,0.017573,0.009298,10.681049,0.009296,1.931,0.009295,26.5472
LTC-BTC,2019-07-21T00:05:16,2019-07-21T00:06:16,1563667516,1563667576,0.009311,0.009304,0.009307,0.009304,167.958063,61.528253,106.42981,39,0.00936345322561999,0.009307646774380013,0.009334391048581445,0.009354403642480295,0.009380295727003093,-1.2508548694006513e-05,-1.0426096493041632e-05,-2.0824522009648817e-06,-0.2786709539121113,-0.3641036624544982,-0.6301399124212328,18.08819301736726,29.95988948659995,35.80957322393361,0.009319399999999983,0.009327999999999993,0.009335550000000001,0.009360400000000001,0.009429195000000003,0.009314,2.97241,0.009318,10.742157,0.009319,24.044494,0.009323,5.018055,0.009324,1.409443,0.009299,0.017573,0.009298,0.1,0.009296,1.96064,0.009293,0.021494,0.009292,10.540959
LTC-BTC,2019-07-21T00:06:16,2019-07-21T00:07:16,1563667576,1563667636,0.009304,0.009316,0.009316,0.009302,185.398159,74.666901,110.731258,49,0.009359319724347705,0.009307080275652298,0.009332639520145118,0.009352897617284991,0.00937902254429016,-1.2429336423553511e-05,-1.0826744479144007e-05,-1.6025919444095041e-06,-0.15005359056806136,-0.2889864069356843,-0.42753313381787206,39.61928067564951,38.90484199742482,40.010931979739055,0.009316599999999984,0.009325799999999993,0.009333200000000002,0.009359200000000002,0.009428590000000004,0.009322,3.28,0.009327,3.28,0.009328,26.623,0.00933,0.021472,0.009331,3.959999,0.009302,1.075036,0.009301,1.955248,0.009299,34.336592,0.009298,2.7,0.009297,8.605337
LTC-BTC,2019-07-21T00:07:16,2019-07-21T00:08:16,1563667636,1563667696,0.009316,0.009318,0.009318,0.009308,164.239271,74.640305,89.598966,38,0.009355998987833514,0.009306601012166488,0.009331245280131299,0.009351529083273816,0.009377814177076494,-1.2066086508829427e-05,-1.1074612885081091e-05,-9.914736237483353e-07,-0.04290924694272185,-0.2569043031470747,-0.40615647712697567,42.635036529409405,40.29129820255509,40.686094277336785,0.009314199999999984,0.009323299999999994,0.0093313,0.0093579,0.009428000000000002,0.009327,3.28,0.00933,6.413643,0.009333,0.021464,0.009336,2.414811,0.009337,24.023,0.009311,3.019218,0.009309,26.5472,0.009308,1.931,0.009307,8.596109,0.009306,2.6
LTC-BTC,2019-07-21T00:08:16,2019-07-21T00:09:16,1563667696,1563667756,0.009318,0.00932,0.00932,0.009318,188.527045,43.139067,145.387978,46,0.009351874092160355,0.009307125907839647,0.009330174301071173,0.009350292648635626,0.00937666934188686,-1.1484439578390154e-05,-1.1156578223742905e-05,-3.278613546472493e-07,0.09665986467619296,-0.13929068895316754,-0.27819387973464565,45.87878154962197,41.73376193741625,41.37459645532831,0.009313799999999983,0.009321099999999994,0.009329500000000001,0.009356600000000001,0.009427455000000003,0.009327,3.154777,0.009335,0.021458,0.009337,2.414422,0.009339,11.992431,0.00934,3.959999,0.009314,1.073651,0.009312,10.592209,0.009311,28.554,0.009309,8.594266,0.009307,0.021458
LTC-BTC,2019-07-21T00:09:16,2019-07-21T00:10:16,1563667756,1563667816,0.00932,0.009321,0.009321,0.009316,151.178747,60.330026,90.848721,35,0.009349565487327294,0.009306934512672706,0.009329300558112014,0.009349143917316581,0.009375566978681178,-1.0818084409773554e-05,-1.1088879460949035e-05,2.7079505117548147e-07,0.18271711092003068,-0.06432936635574993,-0.12857602057216178,47.65472337991649,42.49156677876679,41.72750794452262,0.009315799999999982,0.009319899999999994,0.00932825,0.009355340000000002,0.009426905000000003,0.009327,3.154777,0.009332,2.866448,0.009333,3.28,0.009336,0.021457,0.009338,24.023,0.009317,1.073306,0.009314,10.591873,0.009313,3.876352,0.009311,2.6,0.00931,32.615884
LTC-BTC,2019-07-21T00:10:16,2019-07-21T00:11:16,1563667816,1563667876,0.009321,0.009319,0.009319,0.009318,236.516541,65.783742,170.732799,60,0.009349113626782155,0.009305986373217846,0.009328319552577537,0.00934796180291201,0.009374446840489471,-1.0332272418296304e-05,-1.093755805241849e-05,6.052856341221863e-07,0.032202662086727465,-0.11789924973205353,-0.20346969372458398,44.17571109745741,41.31907568938532,41.20978936825307,0.009318799999999983,0.009319099999999993,0.00932755,0.009354220000000002,0.009426305000000003,0.009327,3.154777,0.00933,3.28,0.009336,0.021457,0.009338,14.278891,0.009339,2.6,0.009312,8.591502,0.00931,24.023,0.009309,5.1652,0.009308,11.216403,0.009307,0.758931
LTC-BTC,2019-07-21T00:11:16,2019-07-21T00:12:16,1563667876,1563667936,0.009319,0.009333,0.009333,0.009319,73.906234,23.613729,50.292505,84,0.00934848584433059,0.00930611415566941,0.009328765309474915,0.009347375065542911,0.009373626110974828,-8.71709467661734e-06,-1.049346537725826e-05,1.7763707006409207e-06,0.1609787508048872,0.03215434083600783,-0.10703200256878226,65.3961304253266,51.531968780916785,46.09498455174018,0.009322199999999984,0.009319399999999992,0.0093273,0.009353320000000002,0.009425790000000003,0.009338,7.918361,0.009348,11.877542,0.009349,0.021432,0.00935,3.358931,0.009351,1.012791,0.009326,0.005318,0.009325,24.023,0.009322,10.749588,0.009321,2.621432,0.00932,0.005318
LTC-BTC,2019-07-21T00:12:16,2019-07-21T00:13:16,1563667936,1563667996,0.009333,0.009349,0.009349,0.00933,121.106693,38.714996,82.391697,40,0.009349811708624057,0.009305388291375944,0.009330692422858257,0.009347438788462796,0.009373138465212951,-6.075948643373408e-06,-9.609962030481291e-06,3.534013387107883e-06,0.31115879828325654,0.28963741686332595,0.12852093820284735,77.2540416473489,60.173725408309814,50.955095157475505,0.009328399999999983,0.00932129999999999,0.0093276,0.009352720000000002,0.009425345000000003,0.009355,3.187979,0.009357,6.638244,0.009358,24.023,0.009359,5.5884,0.009362,0.009131,0.009344,0.005318,0.009339,3.301392,0.009338,0.005318,0.009336,1.927904,0.009333,3.671466
LTC-BTC,2019-07-21T00:13:16,2019-07-21T00:14:16,1563667996,1563668056,0.009349,0.009349,0.009349,0.009345,69.848889,14.666843,55.182046,23,0.009351987391618249,0.009304412608381748,0.00933243600163366,0.009347500012444648,0.009372660475802794,-3.937433105722157e-06,-8.475456245529464e-06,4.538023139807307e-06,0.30039695311662107,0.4081194286327982,0.2466223461291063,77.2540416473489,60.173725408309814,50.955095157475505,0.009334199999999983,0.00932399999999999,0.009328199999999998,0.00935204,0.009424855000000005,0.009356,2.847522,0.009357,0.003811,0.009363,0.009131,0.009367,8.663491,0.009368,0.005318,0.009345,3.28,0.009344,0.005318,0.009342,1.070433,0.00934,0.021388,0.009339,24.023
LTC-BTC,2019-07-21T00:14:16,2019-07-21T00:15:16,1563668056,1563668116,0.009349,0.009342,0.00935,0.009342,253.653815,111.684505,141.96931,55,0.009353503061033266,0.009304496938966731,0.00933334685862093,0.009347284325682112,0.009372053337668084,-2.7754914952472787e-06,-7.335463295473027e-06,4.559971800225748e-06,0.24680759738169816,0.4084264832330164,0.09643201542912598,63.53725131146955,55.062147580426846,48.856706018012076,0.009338399999999983,0.009327099999999991,0.009328999999999999,0.009351080000000001,0.009424280000000004,0.009346,3.0104,0.009348,2.6,0.009349,24.023,0.009351,2.923096,0.009357,3.959999,0.009338,0.005318,0.009333,1.936074,0.009332,0.026724,0.009327,3.28,0.009326,0.005318
LTC-BTC,2019-07-21T00:15:16,2019-07-21T00:16:16,1563668116,1563668176,0.009342,0.009356,0.009356,0.009341,134.048053,60.966482,73.081571,39,0.009357310817366198,0.0093029891826338,0.009335504300657034,0.009347626116831834,0.009371735449793469,-7.166997321103596e-07,-6.0117105828004944e-06,5.295010850690135e-06,0.24643737276331784,0.42936882782310115,0.19276076247589333,74.43238829202971,62.0886047369353,52.90426677841632,0.009345799999999984,0.009332299999999991,0.009330149999999999,0.009350240000000001,0.009423765000000002,0.009362,8.481657,0.009363,24.032131,0.009365,11.878148,0.009366,3.959999,0.009368,0.005318,0.009351,0.005318,0.009346,0.033784,0.009344,0.005318,0.009342,3.28,0.009338,0.005318
LTC-BTC,2019-07-21T00:16:16,2019-07-21T00:17:16,1563668176,1563668236,0.009356,0.009344,0.009354,0.009344,143.71651,48.665572,95.050938,36,0.009358079513205988,0.009302820486794006,0.009336313414880174,0.009347483916171762,0.009371186232965874,-5.278368142049017e-08,-4.819925202524495e-06,4.7671415211040044e-06,-0.05348165579206114,0.2790298347284823,0.010703200256868942,56.93426520731399,54.168790442354776,49.40699233900672,0.009347999999999983,0.00933509999999999,0.009330449999999997,0.009349220000000002,0.009423180000000003,0.009352,24.174217,0.009356,3.302621,0.009357,0.005318,0.009358,3.959999,0.00936,3.981401,0.009338,0.005318,0.009337,0.018431,0.009332,3.285318,0.009329,0.021413,0.009326,3.677588
LTC-BTC,2019-07-21T00:17:16,2019-07-21T00:18:16,1563668236,1563668296,0.009344,0.009339,0.009345,0.009339,27.439298,11.56336,15.875938,9,0.009357569407021381,0.009302930592978615,0.009336569280129683,0.00934715121357679,0.009370548881818035,6.91195911287773e-08,-3.84211624379384e-06,3.911235834922617e-06,-0.10696331158412228,0.20386266094420516,-0.032113037893379694,50.94589410823542,51.20018843770087,48.02662941353094,0.009345999999999983,0.00933719999999999,0.009330249999999998,0.009348020000000002,0.009422560000000003,0.009351,0.005318,0.009352,3.1764,0.009354,2.757405,0.009356,24.023,0.009357,8.349038,0.009338,0.005318,0.009335,0.002905,0.009333,0.021405,0.009332,0.005318,0.009331,11.694017
LTC-BTC,2019-07-21T00:18:16,2019-07-21T00:19:16,1563668296,1563668356,0.009339,0.009344,0.009344,0.009339,183.148355,108.997859,74.150496,46,0.009357854726866484,0.009302845273133511,0.00933727696773638,0.009347027636573779,0.009370023161385993,5.627005643105143e-07,-2.9611528821729693e-06,3.5238534464834836e-06,0.021408691928925985,0.24675464006008427,0.11786135219115604,56.4434505786143,53.953097230327586,49.498904866025235,0.009344999999999982,0.009339599999999991,0.009330349999999998,0.009346940000000001,0.009421985000000003,0.009351,0.005318,0.009353,5.561948,0.009354,3.1764,0.009357,0.005318,0.00936,24.803336,0.009338,0.005318,0.009334,3.28,0.009333,0.021405,0.009332,24.028318,0.00933,8.574042
LTC-BTC,2019-07-21T00:19:16,2019-07-21T00:20:16,1563668356,1563668416,0.009344,0.009343,0.009343,0.009342,226.350084,137.419424,88.93066,54,0.009358887653254148,0.009302812346745848,0.009337822018428152,0.009346869690041474,0.009369488049279338,8.632246821672213e-07,-2.1962773693049314e-06,3.0595020514721527e-06,-0.13894826849079867,0.25753836248526074,0.1715449769486479,54.96504973455328,53.29710923983515,49.20799579288059,0.00934519999999998,0.009341799999999992,0.009330849999999998,0.00934592,0.009421420000000003,0.009351,5.565655,0.009352,3.108378,0.009354,2.6,0.009355,10.93842,0.009356,0.005318,0.009338,0.005318,0.009334,0.021403,0.009333,0.012202,0.009332,0.005318,0.00933,3.28
LTC-BTC,2019-07-21T00:20:16,2019-07-21T00:21:16,1563668416,1563668476,0.009343,0.009344,0.009344,0.009343,202.804897,97.940746,104.864151,48,0.009360245402431912,0.009303154597568081,0.00933841039762547,0.009346757153177104,0.009368983335432221,1.1686128123158251e-06,-1.52329933298078e-06,2.6919121452966054e-06,0,0.11786135219115604,0.15005359056806136,56.33741383171643,53.90845837597763,49.51758456963782,0.009342799999999981,0.009344299999999993,0.009331699999999997,0.00934508,0.009420885000000004,0.009351,0.005318,0.009353,3.1764,0.009354,5.557749,0.009357,0.005318,0.00936,26.623,0.009338,0.005318,0.009336,14.315838,0.009335,3.28,0.009334,0.021403,0.009333,17.557581
LTC-BTC,2019-07-21T00:21:16,2019-07-21T00:22:16,1563668476,1563668536,0.009344,0.009347,0.009347,0.009342,180.346434,81.253123,99.093311,48,0.009361844880098745,0.009303255119901249,0.009339228454994474,0.009346766676581924,0.009368548021859307,1.6338757312366753e-06,-8.918643201372891e-07,2.525740051373964e-06,0.08566227647499011,-0.021392662316828168,0.18220793140406918,60.65384177346723,55.80192941452316,50.46278968698145,0.009343399999999983,0.009345699999999993,0.009332549999999997,0.009344280000000002,0.009420395000000003,0.009351,0.005318,0.009357,0.005318,0.009363,0.009131,0.009365,9.282335,0.009366,2.407061,0.009344,3.28,0.009343,2.6,0.009342,1.070433,0.00934,11.181899,0.009339,10.496796
LTC-BTC,2019-07-21T00:22:16,2019-07-21T00:23:16,1563668536,1563668596,0.009347,0.009348,0.009348,0.009347,211.717952,68.121857,143.596095,44,0.009363473157728657,0.009303426842271336,0.009340063840233096,0.009346815042206164,0.009368141130337342,2.059550374479066e-06,-3.015813812140181e-07,2.361131755693084e-06,0.04280821917808788,-0.010696331158404807,0.2789101051276548,62.150541573191646,56.45246095226968,50.783313617205906,0.009345199999999982,0.009345599999999992,0.009333449999999997,0.009343480000000001,0.009419930000000003,0.009351,0.005318,0.009357,6.358538,0.009358,3.1764,0.009363,0.009131,0.009365,2.407061,0.009345,3.28,0.009343,1.070319,0.009342,24.023,0.009341,11.164423,0.009338,0.005318
