start,opening,closing,highest,lowest,amount,volume
1567230600,0.017572,0.017561,0.01758,0.017561,1.24609960305052,70.91082637
1567230900,0.017568,0.017564,0.017574,0.017559,0.92625048700368,52.73067952
1567231200,0.017565,0.017574,0.017576,0.01756,1.23850996801669,70.49833357
1567231500,0.017571,0.017559,0.017578,0.017558,1.66415678667404,94.74269377
1567231800,0.017568,0.017571,0.017582,0.017558,1.79333091343746,102.09179225
1567232100,0.017575,0.01756,0.017588,0.017557,1.8980944260422,108.0201653
1567232400,0.017559,0.017555,0.01757,0.017549,1.81175353072588,103.17643012
1567232700,0.017563,0.017555,0.017563,0.017551,1.016885680934,57.9159573
1567233000,0.017559,0.017558,0.017562,0.017543,1.12096659564502,63.86139807
1567233300,0.017553,0.017561,0.017566,0.017539,1.4267667923311,81.30289622
1567233600,0.017559,0.017545,0.017568,0.017534,0.82494897934172,47.00520596
1567233900,0.017545,0.017551,0.017564,0.017538,1.35856995235257,77.41725891
1567234200,0.017551,0.017554,0.017564,0.017537,1.41353034445767,80.54858224
1567234500,0.017553,0.017551,0.017559,0.017535,1.10838428510439,63.15325357
1567234800,0.017551,0.01754,0.017556,0.017532,1.0071252920972,57.4015328
1567235100,0.017547,0.017546,0.017557,0.017534,1.23637068816972,70.4671768
1567235400,0.017548,0.017553,0.017554,0.017542,1.044955340489,59.5435581
1567235700,0.017554,0.017553,0.017554,0.017552,0.8830745871253,50.3088024
1567236000,0.017553,0.017542,0.017554,0.017532,1.63447003295058,93.16746415
1567236300,0.017544,0.01755,0.017552,0.017529,1.33504910052658,76.10812332
1567236600,0.017541,0.017545,0.017554,0.017537,1.62670801794094,92.7055772
1567236900,0.017547,0.01754,0.017554,0.017535,1.09286617422359,62.27545675
1567237200,0.017543,0.017538,0.017551,0.017538,0.5320428181672,30.3223688
1567237500,0.017543,0.017544,0.017552,0.017535,1.2667056506402,72.1916858
1567237800,0.017544,0.017542,0.017552,0.017529,0.89589687636537,51.06915956
1567238100,0.017541,0.017535,0.017546,0.017524,1.49106256163331,85.02406411
1567238400,0.017534,0.017539,0.01754,0.017522,1.4092031967908,80.3710309
1567238700,0.017539,0.01754,0.017549,0.017538,0.8232548352066,46.9293843
1567239000,0.017539,0.017544,0.017552,0.017533,1.0311408174872,58.7923718
1567239300,0.017547,0.017569,0.017587,0.017546,1.40382437210745,79.90809701
1567239600,0.017569,0.017559,0.017579,0.017555,0.92393021515685,52.59265121
1567239900,0.017567,0.017566,0.017575,0.017563,0.7367252606635,41.9328652
1567240200,0.01757,0.01758,0.017588,0.017565,1.2445166281379,70.80305324
1567240500,0.017581,0.017592,0.017594,0.017577,1.12678909735481,64.07843829
1567240800,0.017589,0.017572,0.017596,0.017572,1.3460274416407,76.5443049
1567241100,0.017573,0.017568,0.017578,0.017567,1.1698615887433,66.582403
1567241400,0.017567,0.017563,0.017581,0.017563,1.49260860582154,84.94609966
1567241700,0.017571,0.017586,0.017595,0.01756,1.78913527784136,101.7886183
1567242000,0.017583,0.017549,0.017587,0.017549,1.19905938049507,68.2246954
1567242300,0.017557,0.017553,0.017571,0.017552,1.43025857746238,81.44318074
1567242600,0.017558,0.017556,0.017562,0.017553,1.0698840932438,60.9439057
1567242900,0.017554,0.017558,0.017562,0.017544,1.18215308673518,67.3467071
1567243200,0.017561,0.017563,0.01757,0.01755,1.1763309495134,66.9896963
1567243500,0.017565,0.017553,0.017566,0.017542,1.44999154270728,82.59742936
1567243800,0.017559,0.01759,0.017592,0.017559,1.0636689884442,60.5057867
1567244100,0.017591,0.017582,0.017605,0.017573,1.3768133217438,78.2851149
1567244400,0.017583,0.017578,0.017583,0.017554,1.118161301471,63.6406094
1567244700,0.017576,0.017578,0.017581,0.017568,0.9821404858857,55.8886471
1567245000,0.017579,0.01757,0.017582,0.017555,1.2039748249147,68.52254578
1567245300,0.017555,0.017555,0.017564,0.017535,1.27640953458453,72.72778625
1567245600,0.017563,0.017556,0.017566,0.01755,0.921342462544,52.4677443
1567245900,0.017556,0.01756,0.017568,0.017548,1.0580074845052,60.2662011
1567246200,0.01756,0.017563,0.017563,0.017559,0.2607480160953,14.84780132
1567246500,0.017562,0.017566,0.017566,0.017562,0.0914798406379,5.208541
1567246800,0.017565,0.017559,0.017576,0.017551,0.8052830104043,45.8428019
1567247100,0.017568,0.017584,0.017586,0.01756,1.1501700744803,65.4644242
1567247400,0.017583,0.017582,0.017586,0.017569,1.1021398197251,62.695508
1567247700,0.017587,0.017586,0.017591,0.017572,4.49587103632381,255.70546796
1567248000,0.017589,0.017574,0.017593,0.017569,3.9786899045066,226.272873
1567248300,0.017574,0.017574,0.01758,0.017564,5.14185663601256,292.62865782
1567248600,0.017574,0.017562,0.017582,0.017553,5.2976712214388,301.5411292
1567248900,0.01756,0.017571,0.017577,0.017554,3.5435220044369,201.7893757
1567249200,0.01757,0.017581,0.017585,0.017562,4.1552906046278,236.44426946
1567249500,0.017581,0.017589,0.017592,0.01758,4.9548862349461,281.7631143
1567249800,0.017588,0.017565,0.01759,0.017563,4.6006427260996,261.7461761
1567250100,0.017579,0.01756,0.017581,0.017546,4.8122255908348,273.9531259
1567250400,0.01756,0.017556,0.017565,0.017538,5.45855236634117,310.92371631
1567250700,0.017555,0.017559,0.017569,0.017547,4.805580323174,273.6752264
1567251000,0.017558,0.017539,0.017558,0.017529,3.3382386855783,190.308945
1567251300,0.017537,0.017538,0.017544,0.017526,3.94096845000982,224.76589524
1567251600,0.017538,0.017545,0.017553,0.017534,5.05929287477978,288.42940674
1567251900,0.01755,0.017549,0.017554,0.017536,5.09758014018761,290.49976035
1567252200,0.017548,0.017552,0.01756,0.017542,4.7211965624832,268.97525834
1567252500,0.017555,0.017541,0.017559,0.017538,4.57352140871764,260.65469886
1567252800,0.017545,0.017534,0.017547,0.017521,4.54192437407025,259.00229556
1567253100,0.01753,0.017541,0.017545,0.01753,5.14329715528339,293.27386956
1567253400,0.017541,0.017544,0.01755,0.017526,4.2218852957757,240.6729727
1567253700,0.017545,0.017538,0.017561,0.017538,4.51572305876073,257.33593405
1567254000,0.017549,0.017551,0.017556,0.017541,4.25322494129781,242.34517162
1567254300,0.017551,0.017545,0.017554,0.017538,4.2051548339392,239.6644158
1567254600,0.017543,0.017543,0.017551,0.017537,4.38305053307354,249.84002123
1567254900,0.017538,0.017529,0.017542,0.017519,4.46662293884233,254.80280618
1567255200,0.017527,0.01752,0.017542,0.017511,5.1630835388157,294.6081404
1567255500,0.017522,0.017507,0.017527,0.017503,3.4709357458244,198.1180414
1567255800,0.017509,0.017503,0.017531,0.017503,4.74209583550489,270.72777982
1567256100,0.017512,0.017525,0.017529,0.017505,4.37728486919647,249.90770068
1567256400,0.017518,0.017576,0.017585,0.017509,5.4911257021994,312.9736281
1567256700,0.017574,0.017555,0.017582,0.017551,4.62181645354426,263.09565937
1567257000,0.017556,0.017568,0.017573,0.017552,4.9639829648092,282.67305924
1567257300,0.01757,0.017545,0.01757,0.017541,5.0096489288701,285.2841873
1567257600,0.017544,0.01754,0.017546,0.017524,2.65313053485226,151.25214022
1567257900,0.017541,0.01754,0.01755,0.017528,3.8240202999363,218.0239889
1567258200,0.017535,0.017538,0.017551,0.017534,6.58074234004822,375.15875372
1567258500,0.017539,0.017548,0.017548,0.017526,5.0218386829338,286.3668824
1567258800,0.017547,0.017532,0.017549,0.017531,5.3234409198051,303.5088305
1567259100,0.017532,0.017547,0.017551,0.017528,3.66405333548942,208.92728663
1567259400,0.017547,0.017546,0.017553,0.017545,4.0549233146441,231.0718754
1567259700,0.017546,0.017548,0.017553,0.017544,4.729013746695,269.5027461
1567260000,0.017548,0.017547,0.017549,0.017545,3.4624992543842,197.3226439
1567260300,0.017547,0.01755,0.017558,0.017544,3.20178012739572,182.43817346
1567260600,0.017553,0.017548,0.017553,0.017543,5.2954967040547,301.80228824
1567260900,0.017547,0.017547,0.01755,0.017543,4.37973806907366,249.63256006
1567261200,0.017546,0.017538,0.017547,0.017533,5.99112707697074,341.60086686
1567261500,0.017537,0.017533,0.017543,0.017529,5.1734068234433,294.99578255
1567261800,0.017529,0.017538,0.017544,0.017529,5.4254854723394,309.3992922
1567262100,0.017538,0.017539,0.017539,0.017531,5.3491726372994,305.0516133
1567262400,0.017535,0.017545,0.01755,0.017529,3.47929338930762,198.39377645
1567262700,0.017544,0.017533,0.017546,0.017529,4.8947444178992,279.1018652
1567263000,0.017539,0.017545,0.017548,0.017534,4.9259532478312,280.81873224
1567263300,0.017542,0.017543,0.017547,0.017532,3.7511250784386,213.840144
1567263600,0.017546,0.017544,0.017546,0.017533,3.2739961453496,186.6293283
1567263900,0.017545,0.017548,0.017549,0.017535,4.5210685884045,257.734277
1567264200,0.017549,0.017547,0.017552,0.017542,4.59723423756294,261.99210018
1567264500,0.017545,0.01754,0.01755,0.017537,6.4024414791045,364.9240803
1567264800,0.017545,0.017558,0.017558,0.017539,4.17918165511532,238.17729344
1567265100,0.017544,0.017551,0.017557,0.01754,4.4529793782916,253.724409
1567265400,0.017551,0.017543,0.017554,0.01753,5.401008898678,307.8198048
1567265700,0.017545,0.017528,0.017552,0.017524,4.91252076184692,280.12513041
1567266000,0.017529,0.017527,0.017537,0.017521,5.77870278040692,329.69202965
1567266300,0.017526,0.017525,0.017533,0.017521,5.6917098428741,324.7281423
1567266600,0.017526,0.017524,0.017529,0.017517,5.6617035370515,323.0783983
1567266900,0.017524,0.017524,0.017532,0.017519,3.88702988544254,221.77577828
1567267200,0.017523,0.017547,0.017556,0.017522,4.8452036602219,276.2983492
1567267500,0.017551,0.017546,0.017559,0.017535,3.6748275448155,209.3722229
1567267800,0.017551,0.017548,0.017562,0.017536,3.5377623910718,201.6218083
1567268100,0.017547,0.017543,0.017554,0.017536,6.9029216813177,393.4593801
1567268400,0.017547,0.017557,0.017562,0.01752,5.4982590368977,313.4245545
1567268700,0.017557,0.017565,0.017573,0.017551,6.73533745551143,383.50340939
1567269000,0.017563,0.017557,0.017568,0.017548,5.0713378204462,288.8129171
1567269300,0.017557,0.017554,0.017561,0.01755,6.1400397155423,349.7650388
1567269600,0.017551,0.01756,0.017567,0.017551,6.54128237504646,372.5204399
1567269900,0.01756,0.017566,0.017573,0.017558,4.8630741863439,276.9215492
1567270200,0.01757,0.017548,0.01757,0.017538,3.8280275736526,218.0555285
1567270500,0.017541,0.017544,0.017554,0.017537,5.25054031637198,299.23849147
1567270800,0.017543,0.017552,0.017558,0.017536,3.67274238849546,209.33165153
1567271100,0.017552,0.017547,0.017555,0.017536,4.34153685317733,247.4233895
1567271400,0.01755,0.017569,0.017581,0.017546,4.4138298260382,251.1944213
1567271700,0.017569,0.017581,0.017595,0.017568,5.8596270604506,333.3143975
1567272000,0.017585,0.017584,0.017593,0.017577,6.12694581237817,348.47406573
1567272300,0.017585,0.017571,0.017592,0.017554,5.00061951531224,284.52711863
1567272600,0.017571,0.017564,0.017571,0.017557,5.2347587265819,298.0455705
1567272900,0.017567,0.017555,0.017569,0.017551,4.2551554406826,242.290164
1567273200,0.017555,0.017544,0.017558,0.01754,4.3987312504382,250.6194946
1567273500,0.017544,0.017568,0.017568,0.01753,4.1418705285546,236.0179604
1567273800,0.017572,0.017568,0.017577,0.017555,5.56232602173094,316.65158141
1567274100,0.017568,0.017576,0.017582,0.017565,4.3095344809824,245.2271302
1567274400,0.017575,0.01757,0.017577,0.017562,3.6291897778327,206.5644302
1567274700,0.017571,0.017566,0.017574,0.017557,5.3989016275266,307.3560358
1567275000,0.017568,0.01757,0.017575,0.017564,4.5459006421759,258.7446807
1567275300,0.017566,0.017564,0.017575,0.017554,4.98750772903543,283.93001273
1567275600,0.017569,0.017564,0.01758,0.017552,5.33566125208759,303.80043829
1567275900,0.017564,0.017553,0.017565,0.017544,3.621427391299,206.2858301
1567276200,0.017553,0.017533,0.017559,0.017531,3.8829549181032,221.3210251
1567276500,0.017536,0.01752,0.017536,0.017516,5.139713445788,293.2698689
1567276800,0.01752,0.017429,0.017522,0.017424,4.88339269830875,279.15134101
1567277100,0.017424,0.017411,0.017506,0.017388,4.805834158099,275.54529324
1567277400,0.01741,0.017427,0.017464,0.017402,5.4012588226708,309.70378382
1567277700,0.017439,0.017453,0.017466,0.017439,5.2963808081076,303.48409074
1567278000,0.017453,0.017445,0.01746,0.01744,4.322267984537,247.6934084
1567278300,0.017448,0.017462,0.017467,0.017414,6.02140840090304,345.31075362
1567278600,0.017443,0.017441,0.017462,0.01742,5.2673380830631,302.157371
1567278900,0.017445,0.017444,0.017445,0.017432,3.2326560316939,185.3640572
1567279200,0.017443,0.017477,0.017484,0.017443,2.7604678252902,158.0343939
1567279500,0.017477,0.017468,0.017477,0.017459,4.92001392080541,281.65937707
1567279800,0.017472,0.017459,0.017472,0.017441,3.7307441357111,213.7235937
1567280100,0.01747,0.017484,0.017484,0.017468,3.50384394546006,200.4931012
1567280400,0.017484,0.017481,0.017492,0.017474,5.51812520981052,315.62507146
1567280700,0.017482,0.017487,0.017491,0.017472,6.23563681179087,356.76902444
1567281000,0.017483,0.017485,0.017488,0.01747,4.68900192113514,268.25820183
1567281300,0.017481,0.017503,0.017509,0.017481,5.10010251240184,291.50539794
1567281600,0.0175,0.01749,0.017507,0.017487,4.22725801179723,241.60432765
1567281900,0.017489,0.01748,0.017491,0.017472,4.46699677253376,255.50512194
1567282200,0.017481,0.017457,0.017488,0.017457,5.20863587620794,297.9853324
1567282500,0.017468,0.01752,0.017543,0.017452,5.00447410602355,286.32716028
1567282800,0.017521,0.017557,0.017564,0.017521,5.17591043000893,294.95893698
1567283100,0.017555,0.01756,0.017568,0.017535,5.32672649006679,303.47155686
1567283400,0.017558,0.017549,0.017563,0.017545,5.46187948725527,311.1690811
1567283700,0.017549,0.017538,0.017549,0.017523,4.67924201891491,266.80606857
1567284000,0.017538,0.017537,0.017557,0.017532,4.49249652114888,256.07925043
1567284300,0.017537,0.017532,0.017541,0.017524,5.86277562317538,334.42801054
1567284600,0.017531,0.017568,0.017578,0.01753,5.0806373153931,289.4117959
1567284900,0.017564,0.017553,0.017577,0.017551,4.8787619275194,277.82588452
1567285200,0.017557,0.01757,0.017578,0.017557,4.92478468377523,280.34775943
1567285500,0.017571,0.017579,0.017584,0.017564,5.1972548921577,295.7465627
1567285800,0.017575,0.017596,0.017596,0.017568,5.54254377035806,315.29670479
1567286100,0.017588,0.017609,0.017637,0.01757,5.44208560864912,309.08927027
1567286400,0.017614,0.017636,0.017638,0.01761,4.97951017790534,282.57764108
1567286700,0.017637,0.017639,0.017657,0.017635,3.99551023683997,226.45058681
1567287000,0.01764,0.017635,0.017664,0.017611,3.95690692463236,224.20934534
1567287300,0.017646,0.017789,0.017805,0.017639,5.5429201974006,313.3697733
1567287600,0.017777,0.017876,0.0179,0.017774,5.0035400122649,280.5474533
1567287900,0.017874,0.017902,0.017904,0.017857,4.12082699915267,230.37943173
1567288200,0.017908,0.017919,0.017956,0.017887,5.04157616584278,281.33107816
1567288500,0.017924,0.017974,0.017975,0.017915,6.30225615025788,351.41310782
1567288800,0.017974,0.018066,0.018067,0.017974,3.9156683785371,217.0187519
1567289100,0.018065,0.018038,0.018078,0.018023,2.7898180052885,154.5098801
1567289400,0.018034,0.017966,0.018036,0.017965,5.6649805045719,314.6396173
1567289700,0.01797,0.01802,0.01803,0.017968,5.2731698223085,292.6686674
1567290000,0.01802,0.018002,0.018029,0.01799,4.44808135597443,247.07690687
1567290300,0.018002,0.018037,0.018054,0.018001,4.2887826229413,237.8130985
1567290600,0.018034,0.018024,0.018049,0.018004,3.8446377108474,213.2103705
1567290900,0.018024,0.018008,0.018024,0.017991,4.3148217970722,239.6014404
1567291200,0.018007,0.017996,0.018009,0.017991,3.43139089427037,190.66090559
1567291500,0.017995,0.017991,0.018003,0.017979,4.9324004761344,274.1721802
1567291800,0.017991,0.01796,0.017995,0.017957,3.9051004382816,217.3204368
1567292100,0.017957,0.017948,0.017957,0.01794,4.35766488088572,242.76539298
1567292400,0.017948,0.01792,0.017971,0.017919,4.5326459657771,252.5367948
1567292700,0.017919,0.017905,0.017931,0.017901,5.3057895266517,296.0670819
1567293000,0.017906,0.017878,0.017917,0.017864,5.0130751370374,280.1857798
1567293300,0.017872,0.017885,0.017894,0.017872,4.1993647240809,234.8279682
1567293600,0.017878,0.017893,0.017897,0.017873,3.9488925839897,220.791459
